arquivo,id_historia,lake,numero,titulo,tabelas,views
comercial.txt,[COMERCIAL - 93],COMERCIAL,93,QFS Global - Analytics - TAMANHO: M,4,0
comercial.txt,[COMERCIAL - 94],COMERCIAL,94,QFS Legacy - Dashboards e Atributos - TAMANHO: M,6,0
comercial.txt,[COMERCIAL - 95],COMERCIAL,95,QFS Legacy - Base - TAMANHO: M,4,0
comercial.txt,[COMERCIAL - 96],COMERCIAL,96,QFS Legacy - Testes e Logs - TAMANHO: M,4,0
comercial.txt,[COMERCIAL - 97],COMERCIAL,97,Entidade: Sigma - TAMANHO: P,3,1
compras.txt,[COMPRAS - 1],COMPRAS,1,Entidade: Datamart Tratativa - Parte 1 (Dimensões Básicas 1-4) - TAMANHO: G,4,6
compras.txt,[COMPRAS - 2],COMPRAS,2,Entidade: Datamart Tratativa - Parte 2 (Dimensões Básicas 5-8) - TAMANHO: G,4,6
compras.txt,[COMPRAS - 3],COMPRAS,3,Entidade: Datamart Tratativa - Parte 3 (Fornecedores e Materiais) - TAMANHO: G,3,6
compras.txt,[COMPRAS - 4],COMPRAS,4,Entidade: Datamart Tratativa - Parte 4 (Documentos de Compra) - TAMANHO: G,4,6
compras.txt,[COMPRAS - 5],COMPRAS,5,"Entidade: Datamart Tratativa - Parte 5 (Curva de Compra Base - Curva, Histórico e Causais) - TAMANHO: G",4,6
compras.txt,[COMPRAS - 6],COMPRAS,6,Entidade: Datamart Tratativa - Parte 6 (Curva de Compra Mensal e Despivotada) - TAMANHO: M,0,6
compras.txt,[COMPRAS - 7],COMPRAS,7,Entidade: Datamart Tratativa - Parte 7 (Variação e Programação) - TAMANHO: G,3,7
compras.txt,[COMPRAS - 8],COMPRAS,8,Entidade: Datamart Tratativa - Parte 8 (APV - Análise Preço Volume) - TAMANHO: G,5,5
compras.txt,[COMPRAS - 9],COMPRAS,9,Entidade: RDA (Requisição de Autorização) - TAMANHO: G,1,6
compras.txt,[COMPRAS - 10],COMPRAS,10,Entidade: Estrutura Veicular - TAMANHO: P,1,1
compras.txt,[COMPRAS - 11],COMPRAS,11,Entidade: Flow Causais (MySQL) - TAMANHO: M,4,2
compras.txt,[COMPRAS - 12],COMPRAS,12,Entidade: Integração TM1 (IBM Planning Analytics) - TAMANHO: P,1,1
compras.txt,[COMPRAS - 13],COMPRAS,13,Entidade: Integração Power BI (Material Indireto) - TAMANHO: G,0,0
finance.txt,[FINANCE - 2],FINANCE,2,Entidade: NFe Entrada FPT - TAMANHO: M,4,1
finance.txt,[FINANCE - 3],FINANCE,3,Entidade: NFe Entrada CMA - TAMANHO: M,4,1
finance.txt,[FINANCE - 4],FINANCE,4,Entidade: NFe Entrada CMP - TAMANHO: M,4,1
finance.txt,[FINANCE - 5],FINANCE,5,Entidade: NFe Entrada PCMA - TAMANHO: M,4,1
finance.txt,[FINANCE - 6],FINANCE,6,Entidade: NFe Entrada Teksid - TAMANHO: M,4,1
finance.txt,[FINANCE - 7],FINANCE,7,Entidade: CTe Entrada FIAT - TAMANHO: M,4,1
finance.txt,[FINANCE - 8],FINANCE,8,Entidade: CTe Entrada FPT - TAMANHO: M,4,1
finance.txt,[FINANCE - 9],FINANCE,9,Entidade: CTe Entrada CMA - TAMANHO: M,4,1
finance.txt,[FINANCE - 10],FINANCE,10,Entidade: CTe Entrada CMP - TAMANHO: M,4,1
finance.txt,[FINANCE - 11],FINANCE,11,Entidade: CTe Entrada PCMA - TAMANHO: M,4,1
finance.txt,[FINANCE - 12],FINANCE,12,Entidade: CTe Entrada Teksid - TAMANHO: M,4,1
finance.txt,[FINANCE - 13],FINANCE,13,Entidade: NFe/CTe Saída FIAT - TAMANHO: M,4,2
finance.txt,[FINANCE - 14],FINANCE,14,Entidade: NFe/CTe Saída FPT - TAMANHO: G,4,3
finance.txt,[FINANCE - 15],FINANCE,15,Entidade: NFe/CTe Saída CMA - TAMANHO: M,4,0
finance.txt,[FINANCE - 16],FINANCE,16,Entidade: NFe/CTe Saída CMP - TAMANHO: M,4,0
finance.txt,[FINANCE - 17],FINANCE,17,Entidade: NFe/CTe Saída PCMA - TAMANHO: M,4,0
finance.txt,[FINANCE - 18],FINANCE,18,Entidade: NFe/CTe Saída Teksid - TAMANHO: M,4,0
finance.txt,[FINANCE - 19],FINANCE,19,Entidade: Manifesto Destinatário e Elog - TAMANHO: P,2,0
finance.txt,[FINANCE - 20],FINANCE,20,Entidade: User Parameters TaxOpe - Parte 1 - TAMANHO: M,5,1
finance.txt,[FINANCE - 21],FINANCE,21,Entidade: User Parameters TaxOpe - Parte 2 (CNPJs e Argentina) - TAMANHO: G,6,1
finance.txt,[FINANCE - 22],FINANCE,22,Entidade: User Parameters TaxOpe - Parte 3 (Estabelecimento e Fornecedor) - TAMANHO: G,6,4
finance.txt,[FINANCE - 23],FINANCE,23,Entidade: Recuperação Fiscal - Carga Fria - TAMANHO: G,3,4
finance.txt,[FINANCE - 24],FINANCE,24,"Entidade: Interfaces SAP ZRFI - Parte 1 (410, 430, 431) - TAMANHO: G",3,3
finance.txt,[FINANCE - 25],FINANCE,25,"Entidade: Interfaces SAP ZRFI - Parte 2 (440, 441, 442, 300) - TAMANHO: G",4,4
finance.txt,[FINANCE - 26],FINANCE,26,Entidade: Cloud Functions Storage Trigger - Parte 1 - TAMANHO: G,9,0
finance.txt,[FINANCE - 27],FINANCE,27,Entidade: Cloud Functions Storage Trigger - Parte 2 - TAMANHO: G,7,0
finance.txt,[FINANCE - 28],FINANCE,28,Entidade: Cloud Functions Storage Trigger - Parte 3 - TAMANHO: P,1,1
finance.txt,[FINANCE - 29],FINANCE,29,Entidade: SAP Hana Conciliação - Cloud Functions Storage Trigger - TAMANHO: M,2,2
finance.txt,[FINANCE - 30],FINANCE,30,Entidade: Padrões Fisco Argentina - Storage Trigger - Parte 1 - TAMANHO: G,10,0
finance.txt,[FINANCE - 31],FINANCE,31,Entidade: Padrões Fisco Argentina - Storage Trigger - Parte 2 - TAMANHO: G,9,0
finance.txt,[FINANCE - 32],FINANCE,32,Entidade: Análise Alíquota Mensal e Novos Fornecedores - TAMANHO: G,6,4
finance.txt,[FINANCE - 33],FINANCE,33,Entidade: Análises Divergências Padrões Argentina - Parte 1 - TAMANHO: P,2,2
finance.txt,[FINANCE - 34],FINANCE,34,Entidade: Classificação Outros Ingressos Argentina - TAMANHO: G,5,3
finance.txt,[FINANCE - 35],FINANCE,35,Entidade: User Parameters TaxOpe - Parte 4 (De-Para Estabelecimento) - TAMANHO: P,2,0
finance.txt,[FINANCE - 36],FINANCE,36,Entidade: Recuperação Fiscal - Garantia e Bonus - TAMANHO: M,3,2
finance.txt,[FINANCE - 37],FINANCE,37,Entidade: Recuperação Fiscal - Outros Processos Parte 2 - TAMANHO: M,2,2
finance.txt,[FINANCE - 38],FINANCE,38,Entidade: Análises Divergências Padrões CABA e Entre Rios - TAMANHO: M,3,3
finance.txt,[FINANCE - 39],FINANCE,39,Entidade: Análises Divergências Padrões Argentina - Parte 2 - TAMANHO: G,5,5
finance.txt,[FINANCE - 40],FINANCE,40,Entidade: Análises Divergências Padrões Argentina - Parte 3 - TAMANHO: G,4,4
finance.txt,[FINANCE - 41],FINANCE,41,Entidade: Tax NF Head e Customaterial - TAMANHO: M,3,2
finance.txt,[FINANCE - 42],FINANCE,42,Entidade: Recuperação Fiscal - Advertising - TAMANHO: M,3,2
finance.txt,[FINANCE - 43],FINANCE,43,Entidade: Recuperação Fiscal - Frete - TAMANHO: G,2,4
finance.txt,[FINANCE - 44],FINANCE,44,Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,5,4
finance.txt,[FINANCE - 45],FINANCE,45,Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,4,4
finance.txt,[FINANCE - 46],FINANCE,46,Entidade: Análise Malha Fina - TAMANHO: G,4,3
finance.txt,[FINANCE - 47],FINANCE,47,Entidade: Vinculação NFe/CTe - TAMANHO: G,4,4
finance.txt,[FINANCE - 48],FINANCE,48,Entidade: TPC Integração AWS/Azure via DataStage - Parte 1 - TAMANHO: G,0,0
finance.txt,[FINANCE - 49],FINANCE,49,Entidade: TPC Integração AWS/Azure via DataStage - Parte 2 - TAMANHO: G,0,0
finance.txt,[FINANCE - 50],FINANCE,50,Entidade: TPC Integração AWS/Azure via DataStage - Parte 3 - TAMANHO: G,0,0
finance.txt,[FINANCE - 51],FINANCE,51,Entidade: TPC Integração AWS/Azure via DataStage - Parte 3 - TAMANHO: G,0,0
mopar.txt,[MOPAR - 2],MOPAR,2,Assunto: Bonus - TAMANHO: G,6,3
mopar.txt,[MOPAR - 3],MOPAR,3,Assunto: Claim Master - TAMANHO: M,5,1
mopar.txt,[MOPAR - 4],MOPAR,4,Assunto: Comissionamento DFS - TAMANHO: G,7,3
mopar.txt,[MOPAR - 5],MOPAR,5,Assunto: CSPS - TAMANHO: G,7,0
mopar.txt,[MOPAR - 6],MOPAR,6,Assunto: CSPS - TAMANHO: M,2,8
mopar.txt,[MOPAR - 7],MOPAR,7,Assunto: Mopar Results - TAMANHO: M,2,0
mopar.txt,[MOPAR - 8],MOPAR,8,Assunto: NDC - Parte 1 (Tabelas 1-4) - TAMANHO: G,6,3
mopar.txt,[MOPAR - 9],MOPAR,9,Assunto: NDC - Parte 2 - TAMANHO: G,6,3
mopar.txt,[MOPAR - 10],MOPAR,10,Assunto: NDC - Parte 3 - TAMANHO: M,4,2
mopar.txt,[MOPAR - 11],MOPAR,11,Assunto: SCP - Parte 1 (Garantia SG e Item) - TAMANHO: M,4,2
mopar.txt,[MOPAR - 12],MOPAR,12,Assunto: SCP - Parte 2 (Operação e Peça) - TAMANHO: M,4,2
mopar.txt,[MOPAR - 13],MOPAR,13,Assunto: SCP - Parte 3 (Débitos) - TAMANHO: M,4,2
mopar.txt,[MOPAR - 14],MOPAR,14,Assunto: Sell IN xF e xP - TAMANHO: G,8,2
mopar.txt,[MOPAR - 15],MOPAR,15,Assunto: SELL OUT xF e xP - TAMANHO: G,5,5
mopar.txt,[MOPAR - 16],MOPAR,16,Assunto: Veiculo Conectado - TAMANHO: G,2,6
mopar.txt,[MOPAR - 17],MOPAR,17,Assunto: Ingestão Staging - SG Liquidadas e Estornadas - TAMANHO: M,4,0
mopar.txt,[MOPAR - 18],MOPAR,18,Assunto: Ingestão Staging - Claims e Erros SG - TAMANHO: P,2,0
mopar.txt,[MOPAR - 19],MOPAR,19,Assunto: Ingestão Staging - User Parameters Flow API - TAMANHO: G,8,0
mopar.txt,[MOPAR - 20],MOPAR,20,"Assunto: Ingestão Staging - IRPV, Red Dealers e Devoluções - TAMANHO: M",6,0
mopar.txt,[MOPAR - 21],MOPAR,21,Assunto: Ingestão Staging - Carga Fria e RAM - TAMANHO: P,2,0
mopar.txt,[MOPAR - 22],MOPAR,22,Assunto: SG Liquidadas - Principal e Itens - TAMANHO: G,6,4
