arquivo,id_historia,lake,numero,titulo,tabelas,views
comercial.txt,[COMERCIAL - 14],COMERCIAL,14,Pós-Vendas - Cadastros de Perguntas e Metadados - TAMANHO: G,6,1
comercial.txt,[COMERCIAL - 15],COMERCIAL,15,Pós-Vendas - Entrevistas e Questionários - TAMANHO: G,5,4
comercial.txt,[COMERCIAL - 16],COMERCIAL,16,"Pós-Vendas - Cancelamento, Cotas e Qualidade - TAMANHO: M",5,1
comercial.txt,[COMERCIAL - 17],COMERCIAL,17,Pós-Vendas - Analytics Entrevistas e Qualidade - TAMANHO: M,6,0
comercial.txt,[COMERCIAL - 18],COMERCIAL,18,Pós-Vendas - Analytics Banco de Respostas e Índices Base - TAMANHO: G,4,3
comercial.txt,[COMERCIAL - 19],COMERCIAL,19,Pós-Vendas - Analytics Índices Codificação e 2022 - TAMANHO: G,6,3
comercial.txt,[COMERCIAL - 20],COMERCIAL,20,Vendas PSA - Entrevistas e Cancelamentos - TAMANHO: G,8,3
comercial.txt,[COMERCIAL - 21],COMERCIAL,21,Pós-Vendas PSA - Entrevistas e Cancelamentos - TAMANHO: G,8,3
comercial.txt,[COMERCIAL - 22],COMERCIAL,22,Ingestão Staging AURA - Entrevistas e Cancelamentos - TAMANHO: M,4,0
comercial.txt,[COMERCIAL - 23],COMERCIAL,23,"Ingestão Staging IPSOS - Entrevistas, Perguntas e Qualidade - TAMANHO: G",10,0
comercial.txt,[COMERCIAL - 24],COMERCIAL,24,"Ingestão Staging IPSOS - Cancelamento, Fechamento e Metadata - TAMANHO: M",6,0
comercial.txt,[COMERCIAL - 25],COMERCIAL,25,"DataMart AURA - Entrevistas, Verbalizações e Cancelamento - TAMANHO: M",6,0
comercial.txt,[COMERCIAL - 26],COMERCIAL,26,DataMart IPSOS - Perguntas e Entrevistas Estruturadas - TAMANHO: G,8,0
comercial.txt,[COMERCIAL - 27],COMERCIAL,27,DataMart IPSOS - Verbalização e Qualidade Metadados - TAMANHO: M,6,0
comercial.txt,[COMERCIAL - 28],COMERCIAL,28,"DataMart IPSOS - Qualidade Final, Fechamento, Cancelamento e Governança - TAMANHO: G",8,0
comercial.txt,[COMERCIAL - 29],COMERCIAL,29,Analytics Restricted - Entrevistas e Banco Resposta - TAMANHO: G,8,0
comercial.txt,[COMERCIAL - 30],COMERCIAL,30,Analytics Restricted + Tabelas Abertas Base - TAMANHO: G,8,2
comercial.txt,[COMERCIAL - 31],COMERCIAL,31,Views Analytics - AURA e Cadastros Proprietário - TAMANHO: G,0,7
comercial.txt,[COMERCIAL - 32],COMERCIAL,32,Views Analytics - IPSOS Operacional (Pergunta/Resposta/Verbalização) - TAMANHO: G,0,8
comercial.txt,[COMERCIAL - 33],COMERCIAL,33,"Views Analytics - IPSOS Entrevistas, Long, Qualidade e Banco Resposta Aberto - TAMANHO: G",0,8
comercial.txt,[COMERCIAL - 34],COMERCIAL,34,"Views Analytics - Fechados, Índices e Codificação - TAMANHO: G",0,8
comercial.txt,[COMERCIAL - 35],COMERCIAL,35,Dimensões Geográficas - TAMANHO: M,4,0
comercial.txt,[COMERCIAL - 36],COMERCIAL,36,Dimensões Demográficas - TAMANHO: M,6,0
comercial.txt,[COMERCIAL - 37],COMERCIAL,37,Dimensões Veiculares - TAMANHO: G,10,0
comercial.txt,[COMERCIAL - 38],COMERCIAL,38,Concessionárias e Segmentos - TAMANHO: M,5,0
comercial.txt,[COMERCIAL - 39],COMERCIAL,39,CSI Vendas - Staging Base - TAMANHO: G,10,0
comercial.txt,[COMERCIAL - 40],COMERCIAL,40,CSI Vendas - DataMart - TAMANHO: G,10,0
comercial.txt,[COMERCIAL - 41],COMERCIAL,41,CSI Pós-Vendas - Staging Base - TAMANHO: G,10,0
comercial.txt,[COMERCIAL - 42],COMERCIAL,42,CSI Pós-Vendas - DataMart - TAMANHO: G,10,0
comercial.txt,[COMERCIAL - 43],COMERCIAL,43,Metadados e Controle - TAMANHO: G,2,8
comercial.txt,[COMERCIAL - 44],COMERCIAL,44,After Sales - Argentina e Chile - TAMANHO: G,5,2
comercial.txt,[COMERCIAL - 45],COMERCIAL,45,After Sales - Brasil - TAMANHO: M,2,2
comercial.txt,[COMERCIAL - 46],COMERCIAL,46,New Vehicle - Brasil - TAMANHO: M,3,3
comercial.txt,[COMERCIAL - 47],COMERCIAL,47,"New Vehicle - Argentina, Chile e Leapmotor - TAMANHO: M",2,3
comercial.txt,[COMERCIAL - 45],COMERCIAL,45,Plan de Ahorro (Consórcio) - Completo - TAMANHO: G,5,2
comercial.txt,[COMERCIAL - 49],COMERCIAL,49,Call Center e Integrações Especiais - TAMANHO: P,1,2
comercial.txt,[COMERCIAL - 50],COMERCIAL,50,Emplacamentos Pessoa Jurídica (PJ) - TAMANHO: P,2,1
comercial.txt,[COMERCIAL - 51],COMERCIAL,51,Emplacamentos Pessoa Física (PF) - TAMANHO: P,2,1
comercial.txt,[COMERCIAL - 52],COMERCIAL,52,Vendas de Veículos Leves (Light Vehicle Sales) - TAMANHO: M,3,1
comercial.txt,[COMERCIAL - 53],COMERCIAL,53,Powertrain de Veículos Leves (Light Vehicle Powertrain) - TAMANHO: M,3,1
comercial.txt,[COMERCIAL - 54],COMERCIAL,54,Capacidade de Plantas de Veículos (Vehicle Plant Capacity) - TAMANHO: M,4,1
comercial.txt,[COMERCIAL - 55],COMERCIAL,55,Ciclos de Planejamento de Veículos (Vehicle Cycle Plans) - TAMANHO: M,4,2
comercial.txt,[COMERCIAL - 56],COMERCIAL,56,Segmentação de Produtos e Previsões (Product Segmentation) - TAMANHO: M,3,1
comercial.txt,[COMERCIAL - 57],COMERCIAL,57,Governança e Histórico Consolidado (Governance & CCP Hist) - TAMANHO: P,2,1
comercial.txt,[COMERCIAL - 58],COMERCIAL,58,Auditoria e Logs - TAMANHO: P,1,1
comercial.txt,[COMERCIAL - 59],COMERCIAL,59,Catálogo e Características Básicas - TAMANHO: G,4,4
comercial.txt,[COMERCIAL - 60],COMERCIAL,60,Preços e Mercado - TAMANHO: G,4,5
comercial.txt,[COMERCIAL - 61],COMERCIAL,61,BR Cadastros de Veículos (Parte 1) - TAMANHO: G,10,0
comercial.txt,[COMERCIAL - 62],COMERCIAL,62,BR Cadastros de Veículos (Parte 2) e Demográficos - TAMANHO: G,10,0
comercial.txt,[COMERCIAL - 63],COMERCIAL,63,BR Cadastros de Pesquisa e Concessionárias - TAMANHO: G,10,0
comercial.txt,[COMERCIAL - 64],COMERCIAL,64,BR Cadastros de Respostas e Metadados - TAMANHO: G,10,0
comercial.txt,[COMERCIAL - 65],COMERCIAL,65,BR DataMart - Entidades Principais - TAMANHO: G,7,0
comercial.txt,[COMERCIAL - 66],COMERCIAL,66,BR Analytics Restricted - Tabelas SPSS - TAMANHO: G,7,0
comercial.txt,[COMERCIAL - 67],COMERCIAL,67,BR Analytics Restricted - Views - TAMANHO: G,0,8
comercial.txt,[COMERCIAL - 68],COMERCIAL,68,BR Analytics - Tabelas SPSS - TAMANHO: M,6,0
comercial.txt,[COMERCIAL - 69],COMERCIAL,69,BR Analytics Views - Dimensões de Veículos - TAMANHO: G,0,10
comercial.txt,[COMERCIAL - 70],COMERCIAL,70,BR Analytics Views - Demográficos e Perfil - TAMANHO: G,0,10
comercial.txt,[COMERCIAL - 71],COMERCIAL,71,BR Analytics Views - Satisfação e Fidelidade - TAMANHO: G,0,10
comercial.txt,[COMERCIAL - 612],COMERCIAL,612,BR Analytics Views - Comportamento de Compra - TAMANHO: G,0,10
comercial.txt,[COMERCIAL - 73],COMERCIAL,73,BR Analytics Views - Questionários e Logs - TAMANHO: G,0,10
comercial.txt,[COMERCIAL - 74],COMERCIAL,74,AR Staging e DataMart - TAMANHO: G,10,0
comercial.txt,[COMERCIAL - 75],COMERCIAL,75,AR DataMart (cont) e Analytics Restricted - TAMANHO: G,8,2
comercial.txt,[COMERCIAL - 76],COMERCIAL,76,AR Analytics Restricted (cont) e Analytics Tabelas - TAMANHO: G,5,5
comercial.txt,[COMERCIAL - 77],COMERCIAL,77,AR Analytics Views (Parte 1) - TAMANHO: G,0,10
comercial.txt,[COMERCIAL - 78],COMERCIAL,78,AR Analytics Views (Parte 2) e Cockpit - TAMANHO: G,0,10
comercial.txt,[COMERCIAL - 79],COMERCIAL,79,QFS Brasil - Metadata e Population (Staging e DataMart) - TAMANHO: M,4,2
comercial.txt,[COMERCIAL - 80],COMERCIAL,80,QFS Brasil - Respondent (Staging e DataMart) - TAMANHO: M,4,2
comercial.txt,[COMERCIAL - 81],COMERCIAL,81,QFS Brasil - Respondent (Analytics) - TAMANHO: M,4,0
comercial.txt,[COMERCIAL - 82],COMERCIAL,82,QFS Brasil - Checkbox (Staging e DataMart) - TAMANHO: M,4,0
comercial.txt,[COMERCIAL - 83],COMERCIAL,83,QFS Brasil - Checkbox (Analytics) - TAMANHO: M,4,0
comercial.txt,[COMERCIAL - 84],COMERCIAL,84,QFS Brasil - Verbatim e Canceled (Staging e DataMart) - TAMANHO: G,6,3
comercial.txt,[COMERCIAL - 85],COMERCIAL,85,QFS Brasil - KPIs e Logs - TAMANHO: M,1,5
comercial.txt,[COMERCIAL - 86],COMERCIAL,86,QFS Argentina - Metadata e Population (Staging e DataMart) - TAMANHO: M,5,3
comercial.txt,[COMERCIAL - 87],COMERCIAL,87,QFS Argentina - Respondent (Staging e DataMart) - TAMANHO: M,4,0
comercial.txt,[COMERCIAL - 88],COMERCIAL,88,QFS Argentina - Respondent (Analytics) - TAMANHO: M,4,0
comercial.txt,[COMERCIAL - 89],COMERCIAL,89,QFS Argentina - Checkbox (Staging e DataMart) - TAMANHO: M,4,0
comercial.txt,[COMERCIAL - 90],COMERCIAL,90,QFS Argentina - Checkbox (Analytics) - TAMANHO: M,4,0
comercial.txt,[COMERCIAL - 91],COMERCIAL,91,QFS Argentina - Verbatim e Canceled - TAMANHO: G,6,3
comercial.txt,[COMERCIAL - 92],COMERCIAL,92,QFS Global - Analytics Restricted e Population - TAMANHO: M,4,1
comercial.txt,[COMERCIAL - 93],COMERCIAL,93,QFS Global - Analytics - TAMANHO: M,4,0
comercial.txt,[COMERCIAL - 94],COMERCIAL,94,QFS Legacy - Dashboards e Atributos - TAMANHO: M,6,0
comercial.txt,[COMERCIAL - 95],COMERCIAL,95,QFS Legacy - Base - TAMANHO: M,4,0
comercial.txt,[COMERCIAL - 96],COMERCIAL,96,QFS Legacy - Testes e Logs - TAMANHO: M,4,0
comercial.txt,[COMERCIAL - 97],COMERCIAL,97,Entidade: Sigma - TAMANHO: P,1,0
compras.txt,[COMPRAS - 1],COMPRAS,1,Entidade: Datamart Tratativa - Parte 1 (Dimensões Básicas 1-4) - TAMANHO: G,4,6
compras.txt,[COMPRAS - 2],COMPRAS,2,Entidade: Datamart Tratativa - Parte 2 (Dimensões Básicas 5-8) - TAMANHO: G,4,6
compras.txt,[COMPRAS - 3],COMPRAS,3,Entidade: Datamart Tratativa - Parte 3 (Fornecedores e Materiais) - TAMANHO: G,3,6
compras.txt,[COMPRAS - 4],COMPRAS,4,Entidade: Datamart Tratativa - Parte 4 (Documentos de Compra) - TAMANHO: G,4,6
compras.txt,[COMPRAS - 5],COMPRAS,5,"Entidade: Datamart Tratativa - Parte 5 (Curva de Compra Base - Curva, Histórico e Causais) - TAMANHO: G",4,6
compras.txt,[COMPRAS - 6],COMPRAS,6,Entidade: Datamart Tratativa - Parte 6 (Curva de Compra Mensal e Despivotada) - TAMANHO: M,0,6
compras.txt,[COMPRAS - 7],COMPRAS,7,Entidade: Datamart Tratativa - Parte 7 (Variação e Programação) - TAMANHO: G,3,7
compras.txt,[COMPRAS - 8],COMPRAS,8,Entidade: Datamart Tratativa - Parte 8 (APV - Análise Preço Volume) - TAMANHO: G,5,5
compras.txt,[COMPRAS - 9],COMPRAS,9,Entidade: RDA (Requisição de Autorização) - TAMANHO: G,1,6
compras.txt,[COMPRAS - 10],COMPRAS,10,Entidade: Estrutura Veicular - TAMANHO: P,1,1
compras.txt,[COMPRAS - 11],COMPRAS,11,Entidade: Flow Causais (MySQL) - TAMANHO: M,4,2
compras.txt,[COMPRAS - 12],COMPRAS,12,Entidade: Integração TM1 (IBM Planning Analytics) - TAMANHO: P,1,1
compras.txt,[COMPRAS - 13],COMPRAS,13,Entidade: Integração Power BI (Material Indireto) - TAMANHO: G,0,0
finance.txt,[FINANCE - 1],FINANCE,1,Entidade: NFe Entrada FIAT - TAMANHO: M,4,1
finance.txt,[FINANCE - 2],FINANCE,2,Entidade: NFe Entrada FPT - TAMANHO: M,4,1
finance.txt,[FINANCE - 3],FINANCE,3,Entidade: NFe Entrada CMA - TAMANHO: M,4,1
finance.txt,[FINANCE - 4],FINANCE,4,Entidade: NFe Entrada CMP - TAMANHO: M,4,1
finance.txt,[FINANCE - 5],FINANCE,5,Entidade: NFe Entrada PCMA - TAMANHO: M,4,1
finance.txt,[FINANCE - 6],FINANCE,6,Entidade: NFe Entrada Teksid - TAMANHO: M,4,1
finance.txt,[FINANCE - 7],FINANCE,7,Entidade: CTe Entrada FIAT - TAMANHO: M,4,1
finance.txt,[FINANCE - 8],FINANCE,8,Entidade: CTe Entrada FPT - TAMANHO: M,4,1
finance.txt,[FINANCE - 9],FINANCE,9,Entidade: CTe Entrada CMA - TAMANHO: M,4,1
finance.txt,[FINANCE - 10],FINANCE,10,Entidade: CTe Entrada CMP - TAMANHO: M,4,1
finance.txt,[FINANCE - 11],FINANCE,11,Entidade: CTe Entrada PCMA - TAMANHO: M,4,1
finance.txt,[FINANCE - 12],FINANCE,12,Entidade: CTe Entrada Teksid - TAMANHO: M,4,1
finance.txt,[FINANCE - 13],FINANCE,13,Entidade: NFe/CTe Saída FIAT - TAMANHO: M,4,2
finance.txt,[FINANCE - 14],FINANCE,14,Entidade: NFe/CTe Saída FPT - TAMANHO: G,4,3
finance.txt,[FINANCE - 15],FINANCE,15,Entidade: NFe/CTe Saída CMA - TAMANHO: M,4,0
finance.txt,[FINANCE - 16],FINANCE,16,Entidade: NFe/CTe Saída CMP - TAMANHO: M,4,0
finance.txt,[FINANCE - 17],FINANCE,17,Entidade: NFe/CTe Saída PCMA - TAMANHO: M,4,0
finance.txt,[FINANCE - 18],FINANCE,18,Entidade: NFe/CTe Saída Teksid - TAMANHO: M,4,0
finance.txt,[FINANCE - 19],FINANCE,19,Entidade: Manifesto Destinatário e Elog - TAMANHO: P,2,0
finance.txt,[FINANCE - 20],FINANCE,20,Entidade: User Parameters TaxOpe - Parte 1 - TAMANHO: M,5,1
finance.txt,[FINANCE - 21],FINANCE,21,Entidade: User Parameters TaxOpe - Parte 2 (CNPJs e Argentina) - TAMANHO: G,6,1
finance.txt,[FINANCE - 22],FINANCE,22,Entidade: User Parameters TaxOpe - Parte 3 (Estabelecimento e Fornecedor) - TAMANHO: G,6,4
finance.txt,[FINANCE - 23],FINANCE,23,Entidade: User Parameters TaxOpe - Parte 4 (De-Para Estabelecimento) - TAMANHO: P,1,0
finance.txt,[FINANCE - 24],FINANCE,24,Entidade: Recuperação Fiscal - Advertising - TAMANHO: M,3,2
finance.txt,[FINANCE - 25],FINANCE,25,Entidade: Recuperação Fiscal - Frete - TAMANHO: G,2,4
finance.txt,[FINANCE - 26],FINANCE,26,Entidade: Recuperação Fiscal - Carga Fria - TAMANHO: G,3,5
finance.txt,[FINANCE - 27],FINANCE,27,Entidade: Recuperação Fiscal - Garantia e Bonus - TAMANHO: M,3,2
finance.txt,[FINANCE - 28],FINANCE,28,Entidade: Recuperação Fiscal - Outros Processos Parte 1 - TAMANHO: G,5,4
finance.txt,[FINANCE - 29],FINANCE,29,Entidade: Recuperação Fiscal - Outros Processos Parte 2 - TAMANHO: M,2,2
finance.txt,[FINANCE - 30],FINANCE,30,"Entidade: Interfaces SAP ZRFI - Parte 1 (410, 430, 431) - TAMANHO: G",3,3
finance.txt,[FINANCE - 31],FINANCE,31,"Entidade: Interfaces SAP ZRFI - Parte 2 (440, 441, 442, 300) - TAMANHO: G",4,4
finance.txt,[FINANCE - 32],FINANCE,32,Entidade: Cloud Functions Storage Trigger - Parte 1 - TAMANHO: G,9,0
finance.txt,[FINANCE - 33],FINANCE,33,Entidade: Cloud Functions Storage Trigger - Parte 2 - TAMANHO: G,7,0
finance.txt,[FINANCE - 34],FINANCE,34,Entidade: Cloud Functions Storage Trigger - Parte 3 - TAMANHO: P,1,1
finance.txt,[FINANCE - 35],FINANCE,35,Entidade: SAP Hana Conciliação - Cloud Functions Storage Trigger - TAMANHO: M,2,2
finance.txt,[FINANCE - 36],FINANCE,36,Entidade: Análise Alíquota Mensal e Novos Fornecedores - TAMANHO: G,6,4
finance.txt,[FINANCE - 37],FINANCE,37,Entidade: Padrões Fisco Argentina - Storage Trigger - Parte 1 - TAMANHO: G,10,0
finance.txt,[FINANCE - 38],FINANCE,38,Entidade: Padrões Fisco Argentina - Storage Trigger - Parte 2 - TAMANHO: G,9,0
finance.txt,[FINANCE - 39],FINANCE,39,Entidade: Análises Divergências Padrões CABA e Entre Rios - TAMANHO: M,3,3
finance.txt,[FINANCE - 40],FINANCE,40,Entidade: Análises Divergências Padrões Argentina - Parte 1 - TAMANHO: P,2,2
finance.txt,[FINANCE - 41],FINANCE,41,Entidade: Análises Divergências Padrões Argentina - Parte 2 - TAMANHO: G,5,5
finance.txt,[FINANCE - 42],FINANCE,42,Entidade: Análises Divergências Padrões Argentina - Parte 3 - TAMANHO: G,4,4
finance.txt,[FINANCE - 43],FINANCE,43,Entidade: Classificação Outros Ingressos Argentina - TAMANHO: G,5,3
finance.txt,[FINANCE - 44],FINANCE,44,Entidade: Análise Malha Fina - TAMANHO: G,4,3
finance.txt,[FINANCE - 45],FINANCE,45,Entidade: Análise IPI Rota 20/30 e Apurações - TAMANHO: G,4,4
finance.txt,[FINANCE - 46],FINANCE,46,Entidade: Vinculação NFe/CTe - TAMANHO: G,4,4
finance.txt,[FINANCE - 47],FINANCE,47,Entidade: Tax NF Head e Customaterial - TAMANHO: M,3,2
finance.txt,[FINANCE - 48],FINANCE,48,Entidade: TPC Integração AWS/Azure via DataStage - Parte 1 - TAMANHO: G,9,0
finance.txt,[FINANCE - 49],FINANCE,49,Entidade: TPC Integração AWS/Azure via DataStage - Parte 2 - TAMANHO: G,8,0
finance.txt,[FINANCE - 50],FINANCE,50,Entidade: TPC Integração AWS/Azure via DataStage - Parte 3 - TAMANHO: G,9,0
finance.txt,[FINANCE - 51],FINANCE,51,Entidade: TPC Integração AWS/Azure via DataStage - Parte 3 - TAMANHO: G,8,0
mopar.txt,[MOPAR - 1],MOPAR,1,Assunto: AgendamentoOnline - TAMANHO: G,10,0
mopar.txt,[MOPAR - 2],MOPAR,2,Assunto: Bonus - TAMANHO: G,6,3
mopar.txt,[MOPAR - 3],MOPAR,3,Assunto: Claim Master - TAMANHO: M,5,1
mopar.txt,[MOPAR - 4],MOPAR,4,Assunto: Comissionamento DFS - TAMANHO: G,7,3
mopar.txt,[MOPAR - 5],MOPAR,5,Assunto: CSPS - Parte 1 - TAMANHO: G,7,0
mopar.txt,[MOPAR - 6],MOPAR,6,Assunto: CSPS - Parte 2 - TAMANHO: G,2,8
mopar.txt,[MOPAR - 7],MOPAR,7,Assunto: Mopar Results - TAMANHO: M,2,0
mopar.txt,[MOPAR - 8],MOPAR,8,Assunto: NDC - Parte 1 - TAMANHO: G,6,3
mopar.txt,[MOPAR - 9],MOPAR,9,Assunto: NDC - Parte 2 - TAMANHO: G,6,3
mopar.txt,[MOPAR - 10],MOPAR,10,Assunto: NDC - Parte 3 - TAMANHO: M,4,2
mopar.txt,[MOPAR - 11],MOPAR,11,Assunto: SCP - Parte 1 - TAMANHO: M,4,2
mopar.txt,[MOPAR - 12],MOPAR,12,Assunto: SCP - Parte 2 - TAMANHO: M,4,2
mopar.txt,[MOPAR - 13],MOPAR,13,Assunto: SCP - Parte 3 - TAMANHO: M,4,2
mopar.txt,[MOPAR - 14],MOPAR,14,Assunto: Sell IN xF e xP - TAMANHO: G,8,2
mopar.txt,[MOPAR - 15],MOPAR,15,Assunto: SELL OUT xF e xP - TAMANHO: G,0,5
mopar.txt,[MOPAR - 16],MOPAR,16,Assunto: Veiculo Conectado - TAMANHO: M,2,3
mopar.txt,[MOPAR - 17],MOPAR,17,Entidade: Ingestão Staging SG Liquidadas e Estornadas - TAMANHO: M,4,0
mopar.txt,[MOPAR - 18],MOPAR,18,Entidade: Ingestão Staging Claims e Erros SG - TAMANHO: P,2,0
mopar.txt,[MOPAR - 19],MOPAR,19,Entidade: Ingestão Staging User Parameters Flow API - TAMANHO: G,8,0
mopar.txt,[MOPAR - 20],MOPAR,20,"Entidade: Ingestão Staging IRPV, Red Dealers e Devoluções - TAMANHO: M",6,0
